locus_tag	ftype	length_bp	gene	EC_number	COG	product
SRR29831_03184	CDS	339				hypothetical protein
SRR29831_03185	CDS	678				hypothetical protein
SRR29831_03186	CDS	516	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
SRR29831_03187	CDS	2142	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
SRR29831_03188	CDS	729	sapB		COG1285	Protein SapB
SRR29831_03189	CDS	1071				hypothetical protein
SRR29831_03190	CDS	177				hypothetical protein
SRR29831_03191	CDS	192	fdx_1		COG1141	Ferredoxin
SRR29831_03192	CDS	843	apbC		COG0489	Iron-sulfur cluster carrier protein
SRR29831_03193	CDS	1209	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
SRR29831_03194	CDS	696	yknY_4	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
SRR29831_03195	CDS	1053	yknX		COG0845	Putative efflux system component YknX
SRR29831_03196	CDS	834				hypothetical protein
SRR29831_03197	CDS	588				hypothetical protein
SRR29831_03198	CDS	1293				hypothetical protein
SRR29831_03199	CDS	828	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
SRR29831_03200	CDS	546	rnmV	3.1.26.8	COG1658	Ribonuclease M5
SRR29831_03201	CDS	1059				hypothetical protein
SRR29831_03202	CDS	795	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
SRR29831_03203	CDS	1506				hypothetical protein
SRR29831_03204	CDS	1938	metG	6.1.1.10		Methionine--tRNA ligase
SRR29831_03205	CDS	435	slyA_4			Transcriptional regulator SlyA
SRR29831_03206	CDS	573	udg	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
SRR29831_03207	CDS	1338	norM		COG0534	Multidrug resistance protein NorM
SRR29831_03208	CDS	519	spmB			Spore maturation protein B
SRR29831_03209	CDS	576	spmA		COG2715	Spore maturation protein A
SRR29831_03210	CDS	243				hypothetical protein
SRR29831_03211	CDS	870				hypothetical protein
SRR29831_03212	CDS	204				hypothetical protein
SRR29831_03213	CDS	468	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
SRR29831_03214	CDS	1212	arcA_2	3.5.3.6		Arginine deiminase
SRR29831_03215	CDS	642				hypothetical protein
SRR29831_03216	CDS	246				hypothetical protein
SRR29831_03217	CDS	1092				hypothetical protein
SRR29831_03218	CDS	855	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
SRR29831_03219	CDS	741	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
SRR29831_03220	CDS	171				Ferredoxin
SRR29831_03221	CDS	204				hypothetical protein
SRR29831_03222	CDS	915				hypothetical protein
SRR29831_03223	CDS	945				hypothetical protein
SRR29831_03224	CDS	330	darA		COG3870	Cyclic di-AMP receptor A
SRR29831_03225	CDS	696	tmk	2.7.4.9	COG0125	Thymidylate kinase
SRR29831_03226	CDS	1452	speA_1	4.1.1.19	COG1982	Arginine decarboxylase
SRR29831_03227	CDS	213				hypothetical protein
SRR29831_03228	CDS	1161		3.5.1.47		N-acetyldiaminopimelate deacetylase
SRR29831_03229	CDS	504				hypothetical protein
SRR29831_03230	CDS	942	corA_2		COG0598	Cobalt/magnesium transport protein CorA
SRR29831_03231	CDS	909	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
SRR29831_03232	tRNA	74				tRNA-Cys(gca)
SRR29831_03233	CDS	744	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
SRR29831_03234	rRNA	93				5S ribosomal RNA (partial)
SRR29831_03235	CDS	1437				hypothetical protein
SRR29831_03236	CDS	1242				hypothetical protein
SRR29831_03237	CDS	1866	pglF_2	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
SRR29831_03238	CDS	1317	wbpA_2	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
SRR29831_03239	CDS	1110	iolG	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
SRR29831_03240	CDS	747	lpxD	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
SRR29831_03241	CDS	1110				hypothetical protein
SRR29831_03242	CDS	1491				hypothetical protein
SRR29831_03243	CDS	1176	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
SRR29831_03244	CDS	843				hypothetical protein
SRR29831_03245	CDS	1026				hypothetical protein
SRR29831_03246	CDS	1245				hypothetical protein
SRR29831_03247	CDS	1104	bshA_1	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
SRR29831_03248	CDS	1557	murJ		COG0728	Lipid II flippase MurJ
SRR29831_03249	CDS	1170	bshA_2	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
SRR29831_03250	CDS	1425				hypothetical protein
SRR29831_03251	CDS	654	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
SRR29831_03252	CDS	717	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
SRR29831_03253	CDS	987				hypothetical protein
SRR29831_03254	CDS	1731	paeR7IM	2.1.1.72		Modification methylase PaeR7I
SRR29831_03255	CDS	828	speE	2.5.1.16	COG0421	Polyamine aminopropyltransferase
SRR29831_03256	CDS	336	spoIIAA		COG1366	Anti-sigma F factor antagonist
SRR29831_03257	CDS	423	spoIIAB	2.7.11.1		Anti-sigma F factor
SRR29831_03258	CDS	756	sigF		COG1191	RNA polymerase sigma-F factor
SRR29831_03259	CDS	456				hypothetical protein
SRR29831_03260	CDS	1008	spoVAD			Stage V sporulation protein AD
SRR29831_03261	CDS	357				hypothetical protein
SRR29831_03262	CDS	2505	ponA		COG0744	Penicillin-binding protein 1A/1B
SRR29831_03263	CDS	555	yunB			Sporulation protein YunB
SRR29831_03264	CDS	528	hpt_1	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
SRR29831_03265	CDS	1794	hflX			GTPase HflX
SRR29831_03266	CDS	159	rub		COG1773	Rubredoxin
SRR29831_03267	CDS	222				hypothetical protein
SRR29831_03268	CDS	894				hypothetical protein
SRR29831_03269	CDS	1419	dapL	2.6.1.83		LL-diaminopimelate aminotransferase
SRR29831_03270	CDS	663				hypothetical protein
SRR29831_03271	CDS	651	yigZ		COG1739	IMPACT family member YigZ
SRR29831_03272	CDS	741			COG0217	putative transcriptional regulatory protein
SRR29831_03273	CDS	612				hypothetical protein
SRR29831_03274	CDS	594	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
SRR29831_03275	CDS	1029	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
SRR29831_03276	CDS	1026	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
SRR29831_03277	CDS	1131	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
SRR29831_03278	CDS	336				hypothetical protein
SRR29831_03279	CDS	369				hypothetical protein
SRR29831_03280	CDS	138				hypothetical protein
SRR29831_03281	CDS	1368	moaA_9			GTP 3',8-cyclase
SRR29831_03282	CDS	1269	secDF		COG0341	Protein translocase subunit SecDF
SRR29831_03283	CDS	864	secF		COG0341	Protein translocase subunit SecF
SRR29831_03284	CDS	879	recJ_2	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
SRR29831_03285	CDS	519	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
SRR29831_03286	CDS	2172	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
SRR29831_03287	CDS	450	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
SRR29831_03288	CDS	600	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
SRR29831_03289	CDS	1431	hemZ	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein HemZ
SRR29831_03290	CDS	1248	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
SRR29831_03291	CDS	1782	aspS	6.1.1.12		Aspartate--tRNA ligase
SRR29831_03292	CDS	429				hypothetical protein
SRR29831_03293	CDS	129				hypothetical protein
SRR29831_03294	CDS	291				hypothetical protein
SRR29831_03295	CDS	120				hypothetical protein
SRR29831_03296	CDS	141				hypothetical protein
SRR29831_03297	CDS	204				Small, acid-soluble spore protein alpha
SRR29831_03298	tRNA	87				tRNA-Leu(caa)
SRR29831_03299	CDS	1017				hypothetical protein
SRR29831_03300	CDS	822				hypothetical protein
SRR29831_03301	CDS	561				hypothetical protein
SRR29831_03302	CDS	903	lytC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
SRR29831_03303	CDS	201				hypothetical protein
SRR29831_03304	CDS	567				hypothetical protein
SRR29831_03305	CDS	528				hypothetical protein
SRR29831_03306	CDS	219				hypothetical protein
SRR29831_03307	CDS	1125	aroC	4.2.3.5	COG0082	Chorismate synthase
SRR29831_03308	CDS	2628	polA	2.7.7.7		DNA polymerase I
SRR29831_03309	CDS	639	coaE	2.7.1.24		Dephospho-CoA kinase
SRR29831_03310	CDS	546	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
SRR29831_03311	tRNA	85				tRNA-Leu(gag)
SRR29831_03312	CDS	438				hypothetical protein
SRR29831_03313	CDS	555	yddE_2	5.1.-.-	COG0384	putative isomerase YddE
SRR29831_03314	CDS	540				hypothetical protein
SRR29831_03315	CDS	702				hypothetical protein
SRR29831_03316	CDS	258				hypothetical protein
SRR29831_03317	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
SRR29831_03318	CDS	687				hypothetical protein
SRR29831_03319	CDS	1011	mreB_2		COG1077	Cell shape-determining protein MreB
SRR29831_03320	CDS	846	mreC		COG1792	Cell shape-determining protein MreC
SRR29831_03321	CDS	492				hypothetical protein
SRR29831_03322	CDS	2775	mrdA	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
SRR29831_03323	CDS	630	minC			septum site-determining protein MinC
SRR29831_03324	CDS	798	minD_2		COG2894	Septum site-determining protein MinD
SRR29831_03325	CDS	267	minE			Cell division topological specificity factor
SRR29831_03326	CDS	1119	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
SRR29831_03327	CDS	786				hypothetical protein
SRR29831_03328	CDS	852	spoIVFB	3.4.24.-	COG1994	Stage IV sporulation protein FB
SRR29831_03329	CDS	93				hypothetical protein
SRR29831_03330	CDS	1851				hypothetical protein
SRR29831_03331	CDS	714				hypothetical protein
SRR29831_03332	CDS	1440	rng	3.1.26.-	COG1530	Ribonuclease G
SRR29831_03333	CDS	402				hypothetical protein
SRR29831_03334	CDS	327				hypothetical protein
SRR29831_03335	CDS	303	rpmA		COG0211	50S ribosomal protein L27
SRR29831_03336	CDS	1275	obg	3.6.5.-	COG0536	GTPase Obg
SRR29831_03337	CDS	294			COG1534	RNA-binding protein
SRR29831_03338	CDS	606	nadD_2	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
SRR29831_03339	CDS	570				hypothetical protein
SRR29831_03340	CDS	1275	tagU	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
SRR29831_03341	CDS	381	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
SRR29831_03342	CDS	900	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
SRR29831_03343	CDS	1257				hypothetical protein
SRR29831_03344	CDS	609	comEA		COG1555	ComE operon protein 1
SRR29831_03345	CDS	93				hypothetical protein
SRR29831_03346	CDS	933	selD	2.7.9.3	COG0709	Selenide, water dikinase
SRR29831_03347	CDS	1389	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
SRR29831_03348	CDS	1908	selB		COG3276	Selenocysteine-specific elongation factor
SRR29831_03349	tRNA	97				tRNA-SeC(tca)
SRR29831_03350	tRNA	76				tRNA-Thr(tgt)
SRR29831_03351	CDS	978	dnaA_2			Chromosomal replication initiator protein DnaA
SRR29831_03352	CDS	987				hypothetical protein
SRR29831_03353	CDS	936				hypothetical protein
SRR29831_03354	CDS	1059	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
SRR29831_03355	CDS	477	slyA_5			Transcriptional regulator SlyA
SRR29831_03356	CDS	981	fabH_2	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
SRR29831_03357	CDS	225	acpP_2		COG0236	Acyl carrier protein
SRR29831_03358	CDS	927		1.6.5.11	COG2070	NADH:quinone reductase
SRR29831_03359	CDS	945	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
SRR29831_03360	CDS	747	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
SRR29831_03361	CDS	1239	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
SRR29831_03362	CDS	477	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
SRR29831_03363	CDS	435	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
SRR29831_03364	CDS	1347	accC	6.3.4.14	COG0439	Biotin carboxylase
SRR29831_03365	CDS	870	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
SRR29831_03366	CDS	840	accA	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
SRR29831_03367	CDS	948		1.17.1.9		Formate dehydrogenase, mitochondrial
SRR29831_03368	CDS	882	cmpR_2			HTH-type transcriptional activator CmpR
SRR29831_03369	CDS	1197	aprX	3.4.21.-	COG1404	Serine protease AprX
SRR29831_03370	CDS	903	cynR_2			HTH-type transcriptional regulator CynR
SRR29831_03371	CDS	432				hypothetical protein
SRR29831_03372	CDS	486				hypothetical protein
SRR29831_03373	CDS	678				hypothetical protein
SRR29831_03374	CDS	1245	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
SRR29831_03375	CDS	102				hypothetical protein
SRR29831_03376	CDS	1374	opuE		COG0591	Osmoregulated proline transporter OpuE
SRR29831_03377	CDS	1194	mnmE_1	3.6.-.-		tRNA modification GTPase MnmE
SRR29831_03378	CDS	1377	mqnC_2	1.21.98.1		Cyclic dehypoxanthine futalosine synthase
SRR29831_03379	CDS	1059		1.8.-.-	COG0502	[FeFe] hydrogenase maturase subunit HydE
SRR29831_03380	CDS	252				hypothetical protein
SRR29831_03381	CDS	840	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
SRR29831_03382	CDS	1497				putative protein
SRR29831_03383	CDS	540	nfrA2_2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
SRR29831_03384	CDS	876	map_2	3.4.11.18	COG0024	Methionine aminopeptidase
SRR29831_03385	CDS	387	rhaR_16			HTH-type transcriptional activator RhaR
SRR29831_03386	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
SRR29831_03387	CDS	504				hypothetical protein
SRR29831_03388	CDS	582				hypothetical protein
SRR29831_03389	CDS	786	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
SRR29831_03390	CDS	1254	murAB	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
SRR29831_03391	CDS	549				hypothetical protein
SRR29831_03392	CDS	1899				hypothetical protein
SRR29831_03393	CDS	774	yrpC	5.1.1.3	COG0796	Glutamate racemase 2
SRR29831_03394	CDS	519				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
SRR29831_03395	CDS	375				hypothetical protein
SRR29831_03396	CDS	663				hypothetical protein
SRR29831_03397	CDS	1797				hypothetical protein
SRR29831_03398	CDS	897				hypothetical protein
SRR29831_03399	CDS	1047				hypothetical protein
SRR29831_03400	CDS	1137				hypothetical protein
SRR29831_03401	CDS	933	miaB_3	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
SRR29831_03402	CDS	720	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
SRR29831_03403	CDS	417				hypothetical protein
SRR29831_03404	CDS	654		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
SRR29831_03405	CDS	1350	rsxB_7	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
SRR29831_03406	tRNA	76				tRNA-Pro(tgg)
SRR29831_03407	CDS	309				hypothetical protein
SRR29831_03408	CDS	1377	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
SRR29831_03409	CDS	816	purR		COG0503	Pur operon repressor
SRR29831_03410	CDS	288	spoVG		COG2088	Putative septation protein SpoVG
SRR29831_03411	CDS	1374	glmU			Bifunctional protein GlmU
SRR29831_03412	CDS	960	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
SRR29831_03413	CDS	687	srrA_8		COG0745	Transcriptional regulatory protein SrrA
SRR29831_03414	CDS	1410	sasA_22	2.7.-.-		Adaptive-response sensory-kinase SasA
SRR29831_03415	CDS	1173	htrB	3.4.21.107	COG0265	Serine protease Do-like HtrB
SRR29831_03416	CDS	570	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
SRR29831_03417	CDS	3507	mfd	3.6.4.-		Transcription-repair-coupling factor
SRR29831_03418	CDS	1011	prsA	5.2.1.8		Foldase protein PrsA
SRR29831_03419	CDS	552	spoVT		COG2002	Stage V sporulation protein T
SRR29831_03420	CDS	1536	spoVB_3		COG2244	Stage V sporulation protein B
SRR29831_03421	CDS	1446	hisE_2	3.6.1.31		Phosphoribosyl-ATP pyrophosphatase
SRR29831_03422	CDS	279	hup			DNA-binding protein HU
SRR29831_03423	CDS	240			COG1188	putative protein
SRR29831_03424	CDS	291	yabP			Spore protein YabP
SRR29831_03425	CDS	399				hypothetical protein
SRR29831_03426	CDS	270	ftsB			Cell division protein FtsB
SRR29831_03427	CDS	405	pnp_2	2.7.7.8		Polyribonucleotide nucleotidyltransferase
SRR29831_03428	tRNA	89				tRNA-Leu(taa)
SRR29831_03429	tRNA	76				tRNA-Met(cat)
SRR29831_03430	tRNA	77				tRNA-Met(cat)
SRR29831_03431	tRNA	76				tRNA-Met(cat)
SRR29831_03432	tRNA	76				tRNA-Met(cat)
SRR29831_03433	tRNA	77				tRNA-Met(cat)
SRR29831_03434	CDS	2388	spoIIE	3.1.3.16	COG2208	Stage II sporulation protein E
SRR29831_03435	CDS	1407	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
SRR29831_03436	CDS	546	hpt_2	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
SRR29831_03437	CDS	1806	ftsH_2	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
SRR29831_03438	CDS	1674	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
SRR29831_03439	CDS	777	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
SRR29831_03440	CDS	972	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
SRR29831_03441	CDS	828				hypothetical protein
SRR29831_03442	CDS	483	greA		COG0782	Transcription elongation factor GreA
SRR29831_03443	CDS	1515	lysS	6.1.1.6		Lysine--tRNA ligase
SRR29831_03444	CDS	1392	glyQS	6.1.1.14		Glycine--tRNA ligase
SRR29831_03445	CDS	282				hypothetical protein
SRR29831_03446	CDS	1377	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
SRR29831_03447	CDS	1329	ravA	3.6.3.-		ATPase RavA
SRR29831_03448	CDS	1737	viaA			Protein ViaA
SRR29831_03449	CDS	342				hypothetical protein
SRR29831_03450	CDS	729	ligA_2	6.5.1.2	COG0272	DNA ligase
SRR29831_03451	CDS	570	puuR_4			HTH-type transcriptional regulator PuuR
SRR29831_03452	CDS	903	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
SRR29831_03453	CDS	2364	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
SRR29831_03454	CDS	807	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
SRR29831_03455	CDS	279	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
SRR29831_03456	CDS	876				hypothetical protein
SRR29831_03457	CDS	696				hypothetical protein
SRR29831_03458	CDS	588	rutF	1.5.1.42		FMN reductase (NADH) RutF
SRR29831_03459	CDS	504				hypothetical protein
SRR29831_03460	CDS	1230		3.4.24.-	COG0612	putative zinc protease
SRR29831_03461	CDS	936	recX			Regulatory protein RecX
SRR29831_03462	CDS	1176				hypothetical protein
SRR29831_03463	CDS	348				hypothetical protein
SRR29831_03464	CDS	804	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
SRR29831_03465	CDS	762	nrtD_2	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
SRR29831_03466	CDS	4293				hypothetical protein
SRR29831_03467	CDS	1029				hypothetical protein
SRR29831_03468	CDS	2496				hypothetical protein
SRR29831_03469	CDS	747	yxdL_8		COG1136	ABC transporter ATP-binding protein YxdL
SRR29831_03470	CDS	507	aaaT_2	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
SRR29831_03471	CDS	2646	valS	6.1.1.9	COG0525	Valine--tRNA ligase
SRR29831_03472	CDS	1290	fpgS	6.3.2.17		Folylpolyglutamate synthase
SRR29831_03473	CDS	249				hypothetical protein
SRR29831_03474	CDS	885				hypothetical protein
SRR29831_03475	CDS	528				hypothetical protein
SRR29831_03476	CDS	753	pdaA	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaA
SRR29831_03477	CDS	498				hypothetical protein
SRR29831_03478	CDS	711				Single-stranded DNA-binding protein
SRR29831_03479	CDS	711	dapH_2	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
SRR29831_03480	CDS	1170	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
SRR29831_03481	CDS	756	dapB_2	1.17.1.8		4-hydroxy-tetrahydrodipicolinate reductase
SRR29831_03482	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
SRR29831_03483	CDS	993	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
SRR29831_03484	CDS	1686	oppA_2		COG4166	Oligopeptide-binding protein OppA
SRR29831_03485	CDS	930	oppB		COG0601	Oligopeptide transport system permease protein OppB
SRR29831_03486	CDS	918	dppC_3		COG1173	Dipeptide transport system permease protein DppC
SRR29831_03487	CDS	1023	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
SRR29831_03488	CDS	960	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
SRR29831_03489	CDS	273				hypothetical protein
SRR29831_03490	CDS	741	tylM1	2.1.1.235		dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase
SRR29831_03491	CDS	891	hslO		COG1281	33 kDa chaperonin
SRR29831_03492	tRNA	76				tRNA-Val(tac)
SRR29831_03493	tRNA	77				tRNA-Asp(gtc)
SRR29831_03494	tRNA	76				tRNA-Phe(gaa)
SRR29831_03495	tRNA	75				tRNA-Gly(gcc)
SRR29831_03496	tRNA	74				tRNA-Cys(gca)
SRR29831_03497	CDS	696	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
SRR29831_03498	CDS	1572				hypothetical protein
SRR29831_03499	CDS	708				hypothetical protein
SRR29831_03500	CDS	900				hypothetical protein
SRR29831_03501	CDS	1908	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
